"","X","id","t0","L1","L2","L3","A","Y"
"14572",14572,2082,0,3,-1.32755725320953,10,1,NA
"14573",14573,2082,1,3,-1.55441898213039,NA,1,NA
"14574",14574,2082,2,NA,NA,NA,NA,-2.45081527481299
"14579",14579,2083,0,2,-1.36767626559958,9,0,NA
"14580",14580,2083,1,2,0.537425015443471,NA,1,NA
"14581",14581,2083,2,NA,NA,NA,NA,-2.49914375694076
"14586",14586,2084,0,3,-1.5203115779786,10,1,NA
"14587",14587,2084,1,1,-1.5868798680394,NA,1,NA
"14588",14588,2084,2,NA,NA,NA,NA,-4.78257659920075
"14593",14593,2085,0,2,-1.35476289378954,8,1,NA
"14594",14594,2085,1,2,-1.58332182214237,NA,1,NA
"14595",14595,2085,2,NA,NA,NA,NA,-3.64712931609902
"14600",14600,2086,0,2,-1.57296391164514,9,1,NA
"14601",14601,2086,1,2,-1.33294833362722,NA,1,NA
"14602",14602,2086,2,NA,NA,NA,NA,-5.46955895444719
"14607",14607,2087,0,3,0.311640711091555,9,1,NA
"14608",14608,2087,1,3,-1.53398457916635,NA,1,NA
"14609",14609,2087,2,NA,NA,NA,NA,-4.63602852938996
"14614",14614,2088,0,1,0.568902171643092,5,1,NA
"14615",14615,2088,1,1,-1.52775154193664,NA,1,NA
"14616",14616,2088,2,NA,NA,NA,NA,-5.23168284720437
"14621",14621,2089,0,2,-1.53965843530021,10,1,NA
"14622",14622,2089,1,2,-1.50007729671288,NA,1,NA
"14623",14623,2089,2,NA,NA,NA,NA,-3.45260049859445
"14628",14628,2090,0,2,-1.52477242102701,6,1,NA
"14629",14629,2090,1,2,-1.39390989048389,NA,1,NA
"14630",14630,2090,2,NA,NA,NA,NA,-4.62293529746238
"14635",14635,2091,0,1,-1.63013651428111,10,1,NA
"14636",14636,2091,1,3,-1.57992687680607,NA,1,NA
"14637",14637,2091,2,NA,NA,NA,NA,-4.5749486411976
"14642",14642,2092,0,2,0.545921056888692,6,1,NA
"14643",14643,2092,1,3,-1.51945513728907,NA,1,NA
"14644",14644,2092,2,NA,NA,NA,NA,-4.62817801170976
"14649",14649,2093,0,3,0.569383375445599,9,1,NA
"14650",14650,2093,1,3,-1.66677461429338,NA,1,NA
"14651",14651,2093,2,NA,NA,NA,NA,-5.35018441898875
"14656",14656,2094,0,3,-1.48896261349176,6,1,NA
"14657",14657,2094,1,2,-1.31440829443408,NA,1,NA
"14658",14658,2094,2,NA,NA,NA,NA,-5.43946184862306
"14663",14663,2095,0,2,-1.65691631204613,9,0,NA
"14664",14664,2095,1,3,0.425853727225432,NA,0,NA
"14665",14665,2095,2,NA,NA,NA,NA,-3.9879445065926
"14670",14670,2096,0,2,-1.39057526115872,7,1,NA
"14671",14671,2096,1,2,-1.41246998408597,NA,1,NA
"14672",14672,2096,2,NA,NA,NA,NA,-5.37462793557664
"14677",14677,2097,0,2,-1.55724767166027,10,1,NA
"14678",14678,2097,1,1,-1.57464842014872,NA,0,NA
"14679",14679,2097,2,NA,NA,NA,NA,-5.44693060143834
"14684",14684,2098,0,2,-1.30315436049594,8,1,NA
"14685",14685,2098,1,2,-1.38501239500842,NA,1,NA
"14686",14686,2098,2,NA,NA,NA,NA,-4.76734127403025
"14691",14691,2099,0,1,-1.32698985246828,5,1,NA
"14692",14692,2099,1,1,-1.57180081339438,NA,1,NA
"14693",14693,2099,2,NA,NA,NA,NA,-4.61295479171625
"14698",14698,2100,0,3,-1.45812008128458,5,1,NA
"14699",14699,2100,1,2,-1.37321970952118,NA,1,NA
"14700",14700,2100,2,NA,NA,NA,NA,-4.7147284829436
"14705",14705,2101,0,3,-1.42306608378661,5,0,NA
"14706",14706,2101,1,3,0.506087602265911,NA,1,NA
"14707",14707,2101,2,NA,NA,NA,NA,-4.66342909692512
"14712",14712,2102,0,2,-1.45451869730294,5,1,NA
"14713",14713,2102,1,1,-1.48785516122143,NA,1,NA
"14714",14714,2102,2,NA,NA,NA,NA,-2.55609123718069
"14719",14719,2103,0,3,-1.49701403734824,6,1,NA
"14720",14720,2103,1,2,-1.47151608559169,NA,1,NA
"14721",14721,2103,2,NA,NA,NA,NA,-5.43773287116843
"14726",14726,2104,0,2,-1.69463177540333,8,0,NA
"14727",14727,2104,1,3,0.544000537281157,NA,1,NA
"14728",14728,2104,2,NA,NA,NA,NA,-4.53159279608638
"14733",14733,2105,0,2,-1.51501315495876,10,1,NA
"14734",14734,2105,1,2,-1.33252814801237,NA,1,NA
"14735",14735,2105,2,NA,NA,NA,NA,-5.30807308441574
"14740",14740,2106,0,3,-1.66054100946021,9,1,NA
"14741",14741,2106,1,3,-1.53245921276827,NA,1,NA
"14742",14742,2106,2,NA,NA,NA,NA,-5.3165079030849
"14747",14747,2107,0,3,-1.61355634223523,7,1,NA
"14748",14748,2107,1,3,-1.57159284044469,NA,1,NA
"14749",14749,2107,2,NA,NA,NA,NA,-5.3737554295464
"14754",14754,2108,0,3,-1.51890397273534,8,1,NA
"14755",14755,2108,1,2,-1.47727911490719,NA,1,NA
"14756",14756,2108,2,NA,NA,NA,NA,-2.56661089363258
"14761",14761,2109,0,2,-1.64633037615422,6,0,NA
"14762",14762,2109,1,1,0.402331377705588,NA,1,NA
"14763",14763,2109,2,NA,NA,NA,NA,-5.47525386542418
"14768",14768,2110,0,2,0.399714511773433,9,1,NA
"14769",14769,2110,1,2,-1.54544554879423,NA,1,NA
"14770",14770,2110,2,NA,NA,NA,NA,-4.58520350778808
"14775",14775,2111,0,2,0.409521558303279,6,1,NA
"14776",14776,2111,1,3,-1.42149016962121,NA,1,NA
"14777",14777,2111,2,NA,NA,NA,NA,-4.64152155450613
"14782",14782,2112,0,2,-1.68623367230716,5,0,NA
"14783",14783,2112,1,1,0.56790096107916,NA,0,NA
"14784",14784,2112,2,NA,NA,NA,NA,-3.78839104040794
"14789",14789,2113,0,1,-1.3534536328335,9,1,NA
"14790",14790,2113,1,2,-1.37228365835451,NA,1,NA
"14791",14791,2113,2,NA,NA,NA,NA,-2.58638299993841
"14796",14796,2114,0,3,-1.4580785058401,8,1,NA
"14797",14797,2114,1,3,-1.45532591932867,NA,1,NA
"14798",14798,2114,2,NA,NA,NA,NA,-5.33902365175661
"14803",14803,2115,0,3,-1.42779029299336,8,1,NA
"14804",14804,2115,1,2,-1.29015763259157,NA,1,NA
"14805",14805,2115,2,NA,NA,NA,NA,-5.41212349898629
"14810",14810,2116,0,3,-1.52597451293862,6,1,NA
"14811",14811,2116,1,2,-1.57063358806908,NA,1,NA
"14812",14812,2116,2,NA,NA,NA,NA,-4.60329424616157
"14817",14817,2117,0,3,-1.49410202279978,7,1,NA
"14818",14818,2117,1,2,-1.70864103840874,NA,1,NA
"14819",14819,2117,2,NA,NA,NA,NA,-2.44403044541716
"14824",14824,2118,0,2,-1.47348668977152,5,1,NA
"14825",14825,2118,1,2,-1.35475076500653,NA,1,NA
"14826",14826,2118,2,NA,NA,NA,NA,-4.4194816541287
"14831",14831,2119,0,2,-1.50511678170971,5,1,NA
"14832",14832,2119,1,2,-1.38522045018587,NA,1,NA
"14833",14833,2119,2,NA,NA,NA,NA,-4.62625005828129
"14838",14838,2120,0,2,0.453594591096534,5,1,NA
"14839",14839,2120,1,3,-1.63006888280576,NA,1,NA
"14840",14840,2120,2,NA,NA,NA,NA,-4.68905419853497
"14845",14845,2121,0,3,-1.33904544691069,10,1,NA
"14846",14846,2121,1,3,-1.64262410424602,NA,1,NA
"14847",14847,2121,2,NA,NA,NA,NA,-1.94203770242461
"14852",14852,2122,0,1,-1.45773953166458,9,1,NA
"14853",14853,2122,1,3,-1.43622314437522,NA,1,NA
"14854",14854,2122,2,NA,NA,NA,NA,-4.44186633827099
"14859",14859,2123,0,2,0.498976232064203,9,1,NA
"14860",14860,2123,1,3,-1.35942385108907,NA,1,NA
"14861",14861,2123,2,NA,NA,NA,NA,-5.30600719755308
"14866",14866,2124,0,3,-1.47819087317182,8,1,NA
"14867",14867,2124,1,3,-1.63516847192196,NA,1,NA
"14868",14868,2124,2,NA,NA,NA,NA,-5.28981666465812
"14873",14873,2125,0,2,0.522255973520302,10,1,NA
"14874",14874,2125,1,3,-1.60328050592651,NA,1,NA
"14875",14875,2125,2,NA,NA,NA,NA,-4.39670980512501
"14880",14880,2126,0,3,-1.38451039194721,6,1,NA
"14881",14881,2126,1,1,-1.45485526099669,NA,1,NA
"14882",14882,2126,2,NA,NA,NA,NA,-4.73679450529164
"14887",14887,2127,0,2,-1.56049229870037,6,0,NA
"14888",14888,2127,1,1,0.556185585252086,NA,0,NA
"14889",14889,2127,2,NA,NA,NA,NA,-1.93102808013346
"14894",14894,2128,0,2,-1.60238129274181,9,0,NA
"14895",14895,2128,1,1,0.609350154705892,NA,1,NA
"14896",14896,2128,2,NA,NA,NA,NA,-4.6353581625859
"14901",14901,2129,0,2,-1.4931502589836,8,0,NA
"14902",14902,2129,1,3,0.630077290074828,NA,1,NA
"14903",14903,2129,2,NA,NA,NA,NA,-5.53493264246499
"14908",14908,2130,0,2,-1.45709089836601,10,1,NA
"14909",14909,2130,1,2,-1.53914282558607,NA,1,NA
"14910",14910,2130,2,NA,NA,NA,NA,-3.78999324557507
"14915",14915,2131,0,3,0.41525930515154,10,1,NA
"14916",14916,2131,1,3,-1.44197696610356,NA,1,NA
"14917",14917,2131,2,NA,NA,NA,NA,-5.45806905647762
"14922",14922,2132,0,2,-1.39743648215054,5,0,NA
"14923",14923,2132,1,1,0.511572216681229,NA,1,NA
"14924",14924,2132,2,NA,NA,NA,NA,-5.54900268809737
"14929",14929,2133,0,3,-1.54378756516371,5,1,NA
"14930",14930,2133,1,2,-1.46540498089621,NA,1,NA
"14931",14931,2133,2,NA,NA,NA,NA,-4.53241045408157
"14936",14936,2134,0,3,-1.39274478989731,7,1,NA
"14937",14937,2134,1,2,-1.42699488975764,NA,1,NA
"14938",14938,2134,2,NA,NA,NA,NA,-4.44497463992389
"14943",14943,2135,0,3,-1.53472351557015,5,1,NA
"14944",14944,2135,1,2,-1.34238732069853,NA,1,NA
"14945",14945,2135,2,NA,NA,NA,NA,-5.54076518817485
"14950",14950,2136,0,1,0.367024395479521,7,1,NA
"14951",14951,2136,1,3,-1.56265110372319,NA,1,NA
"14952",14952,2136,2,NA,NA,NA,NA,-3.55239482492247
"14957",14957,2137,0,3,0.554336122400735,8,1,NA
"14958",14958,2137,1,3,-1.37726619576773,NA,1,NA
"14959",14959,2137,2,NA,NA,NA,NA,-4.67061795091263
"14964",14964,2138,0,2,-1.37556542064709,7,1,NA
"14965",14965,2138,1,3,-1.3630304564017,NA,1,NA
"14966",14966,2138,2,NA,NA,NA,NA,-5.4256525563166
"14971",14971,2139,0,2,-1.72641076787887,8,1,NA
"14972",14972,2139,1,2,-1.47404290417415,NA,0,NA
"14973",14973,2139,2,NA,NA,NA,NA,-2.68323165457991
"14978",14978,2140,0,3,-1.55621794010299,8,1,NA
"14979",14979,2140,1,2,-1.38527167186569,NA,1,NA
"14980",14980,2140,2,NA,NA,NA,NA,-2.42673111643493
"14985",14985,2141,0,3,-1.38092133539127,10,1,NA
"14986",14986,2141,1,1,-1.55089816019807,NA,1,NA
"14987",14987,2141,2,NA,NA,NA,NA,-4.55073087313618
"14992",14992,2142,0,3,-1.39753902659144,6,1,NA
"14993",14993,2142,1,2,-1.69156673372009,NA,1,NA
"14994",14994,2142,2,NA,NA,NA,NA,-4.57298463359477
"14999",14999,2143,0,3,-1.34378488786552,5,1,NA
"15000",15000,2143,1,3,-1.48085973967793,NA,1,NA
"15001",15001,2143,2,NA,NA,NA,NA,-4.5738329495956
"15006",15006,2144,0,2,-1.65123867392094,8,1,NA
"15007",15007,2144,1,3,-1.55400543938032,NA,1,NA
"15008",15008,2144,2,NA,NA,NA,NA,-5.31863184378794
"15013",15013,2145,0,3,-1.5037709171587,9,1,NA
"15014",15014,2145,1,3,-1.59977321972432,NA,1,NA
"15015",15015,2145,2,NA,NA,NA,NA,-4.7696432619637
"15020",15020,2146,0,1,0.485618936801534,9,1,NA
"15021",15021,2146,1,3,-1.33098417320832,NA,1,NA
"15022",15022,2146,2,NA,NA,NA,NA,-4.65271800273939
"15027",15027,2147,0,3,-1.65999986924516,7,1,NA
"15028",15028,2147,1,3,-1.57631661748652,NA,1,NA
"15029",15029,2147,2,NA,NA,NA,NA,-4.62960595744469
"15034",15034,2148,0,3,0.380501983970786,6,1,NA
"15035",15035,2148,1,1,-1.53060538534434,NA,0,NA
"15036",15036,2148,2,NA,NA,NA,NA,-4.42086858070001
"15041",15041,2149,0,3,-1.46156170887735,10,1,NA
"15042",15042,2149,1,3,-1.49793291733762,NA,1,NA
"15043",15043,2149,2,NA,NA,NA,NA,-4.42835861346438
"15048",15048,2150,0,2,-1.54875027333332,7,0,NA
"15049",15049,2150,1,2,0.409748737233064,NA,1,NA
"15050",15050,2150,2,NA,NA,NA,NA,-5.2858345283493
"15055",15055,2151,0,1,-1.48622870336684,10,1,NA
"15056",15056,2151,1,2,-1.57274185831655,NA,1,NA
"15057",15057,2151,2,NA,NA,NA,NA,-5.42624047435663
"15062",15062,2152,0,3,-1.36268720659786,9,1,NA
"15063",15063,2152,1,2,-1.55393576106599,NA,1,NA
"15064",15064,2152,2,NA,NA,NA,NA,-5.50453723623636
"15069",15069,2153,0,2,-1.4801783000521,9,1,NA
"15070",15070,2153,1,2,-1.51125665113009,NA,1,NA
"15071",15071,2153,2,NA,NA,NA,NA,-5.37912176057855
"15076",15076,2154,0,2,-1.51248776543127,8,1,NA
"15077",15077,2154,1,1,-1.52583514368067,NA,1,NA
"15078",15078,2154,2,NA,NA,NA,NA,-5.62728122720237
"15083",15083,2155,0,2,-1.46029505308992,6,1,NA
"15084",15084,2155,1,2,-1.40302955291673,NA,1,NA
"15085",15085,2155,2,NA,NA,NA,NA,-4.51133904477347
"15090",15090,2156,0,3,0.513458020181006,6,1,NA
"15091",15091,2156,1,2,-1.54168785820158,NA,1,NA
"15092",15092,2156,2,NA,NA,NA,NA,-5.38132185826315
"15097",15097,2157,0,2,-1.34489488513783,10,1,NA
"15098",15098,2157,1,3,-1.28918001256923,NA,1,NA
"15099",15099,2157,2,NA,NA,NA,NA,-4.58457806223689
"15104",15104,2158,0,2,-1.42917081043681,10,0,NA
"15105",15105,2158,1,2,0.485805927938734,NA,1,NA
"15106",15106,2158,2,NA,NA,NA,NA,-5.37845444913173
"15111",15111,2159,0,1,0.353779026110401,7,1,NA
"15112",15112,2159,1,2,-1.58205693301076,NA,0,NA
"15113",15113,2159,2,NA,NA,NA,NA,-4.55740534717427
"15118",15118,2160,0,2,-1.51771279448768,6,0,NA
"15119",15119,2160,1,3,0.37200882185253,NA,1,NA
"15120",15120,2160,2,NA,NA,NA,NA,-3.26467553750292
"15125",15125,2161,0,3,-1.49905718474376,6,1,NA
"15126",15126,2161,1,2,-1.40453535638443,NA,1,NA
"15127",15127,2161,2,NA,NA,NA,NA,-3.27466496449105
"15132",15132,2162,0,3,0.483270029478569,7,0,NA
"15133",15133,2162,1,2,0.283345211565869,NA,0,NA
"15134",15134,2162,2,NA,NA,NA,NA,-3.78971210984879
"15139",15139,2163,0,3,-1.59676312002972,7,1,NA
"15140",15140,2163,1,2,-1.61715433100907,NA,1,NA
"15141",15141,2163,2,NA,NA,NA,NA,-4.59239761697925
"15146",15146,2164,0,3,-1.47417756934529,5,1,NA
"15147",15147,2164,1,3,-1.42890948892647,NA,1,NA
"15148",15148,2164,2,NA,NA,NA,NA,-4.64201864431177
"15153",15153,2165,0,2,-1.33897192297684,5,1,NA
"15154",15154,2165,1,3,-1.54013751489386,NA,1,NA
"15155",15155,2165,2,NA,NA,NA,NA,-4.74965453954298
"15160",15160,2166,0,2,-1.37939563169649,8,1,NA
"15161",15161,2166,1,1,-1.46223623068083,NA,1,NA
"15162",15162,2166,2,NA,NA,NA,NA,-2.64149292994618
"15167",15167,2167,0,1,-1.51562217580888,5,1,NA
"15168",15168,2167,1,2,-1.52668671511394,NA,1,NA
"15169",15169,2167,2,NA,NA,NA,NA,-2.61842519472549
"15174",15174,2168,0,3,-1.59721140525349,7,1,NA
"15175",15175,2168,1,3,-1.53484504554795,NA,1,NA
"15176",15176,2168,2,NA,NA,NA,NA,-2.56097139824644
"15181",15181,2169,0,3,-1.30071924781049,10,0,NA
"15182",15182,2169,1,1,0.444896360791303,NA,0,NA
"15183",15183,2169,2,NA,NA,NA,NA,-1.78878333471399
"15188",15188,2170,0,2,-1.61023011778916,8,1,NA
"15189",15189,2170,1,2,-1.36391943928307,NA,0,NA
"15190",15190,2170,2,NA,NA,NA,NA,-5.45995959613971
"15195",15195,2171,0,1,-1.34857345407269,10,1,NA
"15196",15196,2171,1,3,-1.62785977393761,NA,1,NA
"15197",15197,2171,2,NA,NA,NA,NA,-4.64727445506009
"15202",15202,2172,0,2,-1.42335928780485,5,1,NA
"15203",15203,2172,1,2,-1.27517193479867,NA,0,NA
"15204",15204,2172,2,NA,NA,NA,NA,-2.6186425516897
"15209",15209,2173,0,3,-1.51608517443626,8,1,NA
"15210",15210,2173,1,2,-1.53096435978561,NA,1,NA
"15211",15211,2173,2,NA,NA,NA,NA,-4.64692412686016
"15216",15216,2174,0,2,-1.54431855517032,6,1,NA
"15217",15217,2174,1,2,-1.47682875430459,NA,1,NA
"15218",15218,2174,2,NA,NA,NA,NA,-5.46141288851405
"15223",15223,2175,0,3,-1.50165038896275,9,1,NA
"15224",15224,2175,1,3,-1.51735390362229,NA,1,NA
"15225",15225,2175,2,NA,NA,NA,NA,-5.48416449003451
"15230",15230,2176,0,1,-1.6977391058107,7,0,NA
"15231",15231,2176,1,1,0.423741564836293,NA,1,NA
"15232",15232,2176,2,NA,NA,NA,NA,-5.45669901547265
"15237",15237,2177,0,2,-1.45556609081011,10,1,NA
"15238",15238,2177,1,2,-1.56567315893238,NA,1,NA
"15239",15239,2177,2,NA,NA,NA,NA,-3.75064084557735
"15244",15244,2178,0,3,-1.63043621415964,7,1,NA
"15245",15245,2178,1,2,-1.5020226978685,NA,1,NA
"15246",15246,2178,2,NA,NA,NA,NA,-5.43599781707313
"15251",15251,2179,0,2,-1.39441435491388,9,0,NA
"15252",15252,2179,1,2,0.484908805479667,NA,1,NA
"15253",15253,2179,2,NA,NA,NA,NA,-4.70310046194526
"15258",15258,2180,0,2,-1.22682419248468,8,1,NA
"15259",15259,2180,1,2,-1.5488389563746,NA,1,NA
"15260",15260,2180,2,NA,NA,NA,NA,-5.4648202504455
"15265",15265,2181,0,2,-1.57338213775419,8,0,NA
"15266",15266,2181,1,1,0.600867004297241,NA,1,NA
"15267",15267,2181,2,NA,NA,NA,NA,-5.32274434408775
"15272",15272,2182,0,2,-1.47099861856855,5,0,NA
"15273",15273,2182,1,1,0.484841069254384,NA,0,NA
"15274",15274,2182,2,NA,NA,NA,NA,-4.65409697518375
"15279",15279,2183,0,2,-1.70352239199926,7,1,NA
"15280",15280,2183,1,2,-1.58529658817833,NA,1,NA
"15281",15281,2183,2,NA,NA,NA,NA,-4.65234392659215
"15286",15286,2184,0,2,-1.43629804004962,5,0,NA
"15287",15287,2184,1,3,0.333259625369032,NA,1,NA
"15288",15288,2184,2,NA,NA,NA,NA,-4.48449645141398
"15293",15293,2185,0,3,-1.2526651425453,5,1,NA
"15294",15294,2185,1,3,-1.60037142354794,NA,1,NA
"15295",15295,2185,2,NA,NA,NA,NA,-5.34566875577929
"15300",15300,2186,0,3,-1.27219764824513,10,1,NA
"15301",15301,2186,1,3,-1.63719946124462,NA,1,NA
"15302",15302,2186,2,NA,NA,NA,NA,-3.54152580487405
"15307",15307,2187,0,2,-1.67714132509122,9,1,NA
"15308",15308,2187,1,2,-1.30678652240626,NA,1,NA
"15309",15309,2187,2,NA,NA,NA,NA,-3.80911377552866
"15314",15314,2188,0,2,-1.61009993432991,10,0,NA
"15315",15315,2188,1,1,0.334590027499422,NA,1,NA
"15316",15316,2188,2,NA,NA,NA,NA,-2.58747709009551
"15321",15321,2189,0,2,-1.40515029080741,9,1,NA
"15322",15322,2189,1,3,-1.55352961607272,NA,1,NA
"15323",15323,2189,2,NA,NA,NA,NA,-3.6420173460486
"15328",15328,2190,0,3,-1.6059464364105,5,1,NA
"15329",15329,2190,1,3,-1.54673788989162,NA,1,NA
"15330",15330,2190,2,NA,NA,NA,NA,-4.51556760004231
"15335",15335,2191,0,3,-1.47569240686624,7,1,NA
"15336",15336,2191,1,2,-1.55416225987128,NA,1,NA
"15337",15337,2191,2,NA,NA,NA,NA,-4.57257245139673
"15342",15342,2192,0,3,-1.33033489395205,9,1,NA
"15343",15343,2192,1,1,-1.57136492118216,NA,1,NA
"15344",15344,2192,2,NA,NA,NA,NA,-3.39043507972377
"15349",15349,2193,0,2,-1.37961752607561,9,0,NA
"15350",15350,2193,1,2,0.658798268891716,NA,0,NA
"15351",15351,2193,2,NA,NA,NA,NA,-2.82625915637183
"15356",15356,2194,0,2,-1.54140724719257,7,1,NA
"15357",15357,2194,1,1,-1.37370701427203,NA,0,NA
"15358",15358,2194,2,NA,NA,NA,NA,-5.35200470071095
"15363",15363,2195,0,1,-1.58289236241011,7,1,NA
"15364",15364,2195,1,1,-1.55596012900942,NA,1,NA
"15365",15365,2195,2,NA,NA,NA,NA,-4.75855291237845
"15370",15370,2196,0,3,-1.57042936131829,10,1,NA
"15371",15371,2196,1,3,-1.65386838561533,NA,1,NA
"15372",15372,2196,2,NA,NA,NA,NA,-4.72204892970833
"15377",15377,2197,0,1,-1.36685538942837,10,1,NA
"15378",15378,2197,1,3,-1.3221430723929,NA,1,NA
"15379",15379,2197,2,NA,NA,NA,NA,-1.8377812737858
"15384",15384,2198,0,3,-1.38825331164906,6,0,NA
"15385",15385,2198,1,1,0.550700275081398,NA,1,NA
"15386",15386,2198,2,NA,NA,NA,NA,-3.78307588923304
"15391",15391,2199,0,2,-1.46526255541592,7,0,NA
"15392",15392,2199,1,2,0.465315510809946,NA,1,NA
"15393",15393,2199,2,NA,NA,NA,NA,-3.92138624159091
"15398",15398,2200,0,2,0.534795933160291,6,1,NA
"15399",15399,2200,1,2,-1.46234487684198,NA,1,NA
"15400",15400,2200,2,NA,NA,NA,NA,-5.46518653037642
"15405",15405,2201,0,3,-1.59803382857896,5,1,NA
"15406",15406,2201,1,2,-1.66855764497876,NA,1,NA
"15407",15407,2201,2,NA,NA,NA,NA,-4.55189119408644
"15412",15412,2202,0,2,-1.52454370200323,8,1,NA
"15413",15413,2202,1,2,-1.58283222121456,NA,1,NA
"15414",15414,2202,2,NA,NA,NA,NA,-5.48093523824605
"15419",15419,2203,0,2,-1.39860907426194,6,1,NA
"15420",15420,2203,1,2,-1.40057521202654,NA,1,NA
"15421",15421,2203,2,NA,NA,NA,NA,-3.18835894151587
"15426",15426,2204,0,3,0.694965719310982,5,1,NA
"15427",15427,2204,1,1,-1.72959695432093,NA,1,NA
"15428",15428,2204,2,NA,NA,NA,NA,-3.8449646866323
"15433",15433,2205,0,2,-1.64747354453924,6,1,NA
"15434",15434,2205,1,2,-1.3225925075981,NA,1,NA
"15435",15435,2205,2,NA,NA,NA,NA,-4.5538695796221
"15440",15440,2206,0,2,-1.33700826477962,7,1,NA
"15441",15441,2206,1,3,-1.39957948829693,NA,1,NA
"15442",15442,2206,2,NA,NA,NA,NA,-4.64835075620375
"15447",15447,2207,0,3,0.590541410607632,8,1,NA
"15448",15448,2207,1,1,-1.45132919156988,NA,1,NA
"15449",15449,2207,2,NA,NA,NA,NA,-4.55184947026099
"15454",15454,2208,0,3,-1.57409851297613,5,1,NA
"15455",15455,2208,1,1,-1.63781401035354,NA,1,NA
"15456",15456,2208,2,NA,NA,NA,NA,-5.40413932625199
"15461",15461,2209,0,1,-1.27000988406136,5,1,NA
"15462",15462,2209,1,3,-1.4202756641076,NA,1,NA
"15463",15463,2209,2,NA,NA,NA,NA,-4.67425200416551
"15468",15468,2210,0,2,-1.44595087777124,10,1,NA
"15469",15469,2210,1,2,-1.51081070780914,NA,1,NA
"15470",15470,2210,2,NA,NA,NA,NA,-4.44930507341427
"15475",15475,2211,0,1,-1.58978496913366,7,0,NA
"15476",15476,2211,1,2,0.582902335978984,NA,1,NA
"15477",15477,2211,2,NA,NA,NA,NA,-3.69009468271705
"15482",15482,2212,0,3,-1.52453159603443,5,1,NA
"15483",15483,2212,1,2,-1.50747894726057,NA,0,NA
"15484",15484,2212,2,NA,NA,NA,NA,-4.59201151875133
"15489",15489,2213,0,2,-1.36964838730526,9,1,NA
"15490",15490,2213,1,2,-1.61487320359586,NA,1,NA
"15491",15491,2213,2,NA,NA,NA,NA,-4.7376031637002
"15496",15496,2214,0,3,-1.2777799099601,9,1,NA
"15497",15497,2214,1,3,-1.43185475521964,NA,1,NA
"15498",15498,2214,2,NA,NA,NA,NA,-4.59086852555322
"15503",15503,2215,0,2,-1.54288873660304,10,0,NA
"15504",15504,2215,1,1,0.423649116455103,NA,1,NA
"15505",15505,2215,2,NA,NA,NA,NA,-1.92172658681844
"15510",15510,2216,0,3,-1.35785650727518,9,1,NA
"15511",15511,2216,1,3,-1.41446582775366,NA,1,NA
"15512",15512,2216,2,NA,NA,NA,NA,-4.46755428071097
"15517",15517,2217,0,2,-1.40105523050312,6,1,NA
"15518",15518,2217,1,3,-1.42220038603322,NA,1,NA
"15519",15519,2217,2,NA,NA,NA,NA,-1.75978137833215
"15524",15524,2218,0,3,-1.59975113880197,8,1,NA
"15525",15525,2218,1,3,-1.56329302014644,NA,0,NA
"15526",15526,2218,2,NA,NA,NA,NA,-4.79855016586571
"15531",15531,2219,0,3,-1.46815150987082,5,1,NA
"15532",15532,2219,1,2,-1.40371543336574,NA,1,NA
"15533",15533,2219,2,NA,NA,NA,NA,-3.80578114058032
"15538",15538,2220,0,3,-1.69285356350435,7,1,NA
"15539",15539,2220,1,2,-1.2947610243588,NA,1,NA
"15540",15540,2220,2,NA,NA,NA,NA,-2.55422903199967
"15545",15545,2221,0,1,-1.45480950265728,9,1,NA
"15546",15546,2221,1,2,-1.53751088618898,NA,1,NA
"15547",15547,2221,2,NA,NA,NA,NA,-5.46412390399608
"15552",15552,2222,0,3,-1.44989894153955,8,1,NA
"15553",15553,2222,1,3,-1.46820015810083,NA,1,NA
"15554",15554,2222,2,NA,NA,NA,NA,-5.45753674329653
"15559",15559,2223,0,3,-1.73095536995538,8,1,NA
"15560",15560,2223,1,3,-1.55304133851642,NA,1,NA
"15561",15561,2223,2,NA,NA,NA,NA,-5.49124476785356
"15566",15566,2224,0,2,-1.62113513661807,5,0,NA
"15567",15567,2224,1,1,0.480677977029863,NA,0,NA
"15568",15568,2224,2,NA,NA,NA,NA,-5.41891158358951
"15573",15573,2225,0,2,-1.48629637838265,6,0,NA
"15574",15574,2225,1,2,0.423922813099066,NA,1,NA
"15575",15575,2225,2,NA,NA,NA,NA,-4.59003679597386
"15580",15580,2226,0,2,-1.29558031117976,8,1,NA
"15581",15581,2226,1,2,-1.4386760636083,NA,1,NA
"15582",15582,2226,2,NA,NA,NA,NA,-3.866722895261
"15587",15587,2227,0,2,0.485454516614472,9,1,NA
"15588",15588,2227,1,1,-1.57760478362746,NA,1,NA
"15589",15589,2227,2,NA,NA,NA,NA,-2.56620509266347
"15594",15594,2228,0,2,-1.42804759186808,10,1,NA
"15595",15595,2228,1,3,-1.64659747075112,NA,1,NA
"15596",15596,2228,2,NA,NA,NA,NA,-5.30078742752446
"15601",15601,2229,0,1,-1.40568259873169,10,0,NA
"15602",15602,2229,1,3,0.550591046109928,NA,0,NA
"15603",15603,2229,2,NA,NA,NA,NA,-5.46851545385686
"15608",15608,2230,0,2,-1.37229810689275,6,1,NA
"15609",15609,2230,1,1,-1.67535960736985,NA,1,NA
"15610",15610,2230,2,NA,NA,NA,NA,-4.53140543555713
